TimeStampMillis,TimeStampFormatted,Wifi_B,Wifi_B_5G,Wifi_D,Wifi_C_5G,Wifi_D_5G,Wifi_C,Wifi_A_5G,Wifi_A
"1,69148E+12",(08/08/2023)_14/06/17,-26,-45,-46,-51,-52,-43,-47,-39
"1,69148E+12",(08/08/2023)_14/07/48,-24,-46,-48,-49,-54,-43,-46,-38
"1,69148E+12",(08/08/2023)_14/10/32,-25,-45,-48,-53,-51,-49,-50,-41
"1,69148E+12",(08/08/2023)_14/08/22,-25,-46,-49,-50,-54,-44,-46,-39
"1,69148E+12",(08/08/2023)_14/09/12,-25,-45,-48,-49,-53,-44,-47,-38
"1,69148E+12",(08/08/2023)_14/08/36,-25,-45,-47,-50,-53,-45,-46,-39
"1,69148E+12",(08/08/2023)_14/10/32,-25,-45,-48,-53,-51,-49,-50,-41
"1,69148E+12",(08/08/2023)_14/10/16,-23,-42,-46,-49,-48,-41,-47,-39
"1,69148E+12",(08/08/2023)_14/07/34,-26,-46,-46,-50,-55,-44,-46,-38
"1,69148E+12",(08/08/2023)_14/10/36,-25,-45,-45,-50,-50,-50,-49,-41
"1,69148E+12",(08/08/2023)_14/09/54,-28,-39,-42,-52,-49,-40,-50,-37
"1,69148E+12",(08/08/2023)_14/07/50,-24,-46,-49,-50,-53,-44,-46,-38
"1,69148E+12",(08/08/2023)_14/09/06,-26,-46,-47,-50,-54,-45,-46,-38
"1,69148E+12",(08/08/2023)_14/07/30,-25,-46,-46,-49,-53,-44,-46,-39
"1,69148E+12",(08/08/2023)_14/08/38,-25,-45,-48,-50,-53,-43,-46,-39
"1,69148E+12",(08/08/2023)_14/06/19,-25,-45,-46,-51,-53,-44,-46,-39
"1,69148E+12",(08/08/2023)_14/09/32,-18,-40,-44,-49,-52,-39,-50,-41
"1,69148E+12",(08/08/2023)_14/10/00,-19,-46,-41,-51,-47,-51,-40,-39
"1,69148E+12",(08/08/2023)_14/10/08,-24,-40,-45,-51,-50,-43,-47,-38
"1,69148E+12",(08/08/2023)_14/08/30,-26,-45,-49,-50,-54,-42,-46,-39
"1,69148E+12",(08/08/2023)_14/10/24,-26,-43,-46,-50,-55,-40,-41,-40
"1,69148E+12",(08/08/2023)_14/06/03,-25,-40,-49,-49,-50,-40,-44,-39
"1,69148E+12",(08/08/2023)_14/08/30,-26,-45,-49,-50,-54,-42,-46,-39
"1,69148E+12",(08/08/2023)_14/06/33,-25,-44,-42,-50,-53,-44,-46,-39
"1,69148E+12",(08/08/2023)_14/05/59,-23,-43,-43,-49,-50,-52,-43,-43
"1,69148E+12",(08/08/2023)_14/05/56,-28,-41,-45,-51,-50,-51,-49,-39
"1,69148E+12",(08/08/2023)_14/10/14,-22,-43,-45,-50,-48,-42,-46,-39
"1,69148E+12",(08/08/2023)_14/06/23,-25,-44,-44,-50,-53,-43,-46,-38
"1,69148E+12",(08/08/2023)_14/07/44,-25,-46,-48,-50,-54,-43,-47,-39
"1,69148E+12",(08/08/2023)_14/10/38,-26,-43,-44,-50,-52,-43,-51,-39
"1,69148E+12",(08/08/2023)_14/07/50,-24,-46,-49,-50,-53,-44,-46,-38
"1,69148E+12",(08/08/2023)_14/10/28,-26,-43,-45,-45,-49,-40,-47,-38
"1,69148E+12",(08/08/2023)_14/09/38,-31,-45,-40,-48,-50,-52,-46,-38
"1,69148E+12",(08/08/2023)_14/06/09,-22,-42,-47,-46,-46,-47,-52,-38
"1,69148E+12",(08/08/2023)_14/10/16,-23,-42,-46,-49,-48,-41,-47,-39
"1,69148E+12",(08/08/2023)_14/10/22,-28,-44,-46,-52,-49,-45,-45,-40
"1,69148E+12",(08/08/2023)_14/09/34,-19,-35,-45,-47,-51,-36,-47,-39
"1,69148E+12",(08/08/2023)_14/05/51,-29,-44,-47,-50,-49,-40,-48,-38
"1,69148E+12",(08/08/2023)_14/09/24,-26,-43,-43,-50,-51,-43,-49,-39
"1,69148E+12",(08/08/2023)_14/09/52,-31,-34,-46,-51,-51,-43,-43,-39
"1,69148E+12",(08/08/2023)_14/10/06,-24,-39,-47,-49,-50,-36,-45,-41
"1,69148E+12",(08/08/2023)_14/09/24,-26,-43,-43,-50,-51,-43,-49,-39
